Environment Canada
Monthly Values for June - 1979

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"BAMBERTON OCEAN CEMENT","48.583","-123.517","BC","",,NA,"",,"",,"0.0","0",NA,"17.2","0",NA,"","2","","",NA,"","","1010595"
"BRENTWOOD CLARKE ROAD","48.567","-123.450","BC","",,NA,"",,"",,"0.0","0",NA,"16.8","0",NA,"","5","","",NA,"","","1010961"
"CENTRAL SAANICH VEYANESS","48.583","-123.417","BC","",,NA,"",,"",,"0.0","0",NA,"22.4","0",NA,"","5","","",NA,"","","1011467"
"CENTRAL SAANICH ISL VIEW","48.571","-123.373","BC","",,NA,"",,"",,"0.0","0",NA,"21.3","0","70.0","","6","","",NA,"","","10114F6"
"CHEMAINUS","48.935","-123.742","BC","15.2","0",NA,"26.5","0","4.0","0","0.0","0",NA,"18.2","0",NA,"","5","","",NA,"83.4","0.8","1011500"
"COBBLE HILL DELOUME ROAD","48.650","-123.567","BC","",,NA,"",,"",,"0.0","0",NA,"18.2","0",NA,"","5","","",NA,"","","1011745"
"CORDOVA BAY SOUTH","48.517","-123.367","BC","14.8","0",NA,"25.6","0","6.1","0","0.0","0",NA,"22.3","0",NA,"","6","","",NA,"95.9","0.1","1011922"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","14.6","0",NA,"24.4","0","5.0","0","0.0","0",NA,"15.0","0",NA,"","3","251.9","0",NA,"106.3","3.6","1012010"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","14.6","0","-0.2","29.0","0","3.5","0","0.0","0",NA,"16.4","0","28.0","","6","228.8","0","129.0","103.8","2.8","1012040"
"COWICHAN LAKE VILLAGE","48.829","-124.052","BC","14.6","0","-0.4","28.5","0","4.0","0","0.0","0",NA,"23.5","0","41.0","","5","","",NA,"105.5","2.3","1012055"
"DUNCAN FORESTRY","48.767","-123.683","BC","15.2","0",NA,"26.0","0","4.0","0","0.0","0",NA,"11.7","0",NA,"","4","","",NA,"87.1","1.8","1012570"
"EAST SOOKE ANDERSON COVE","48.350","-123.633","BC","14.0","0",NA,"27.0","0","3.5","0","0.0","0",NA,"30.4","0",NA,"","5","","",NA,"120.5","0.0","1012628"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","",,NA,"",,"",,"0.0","0",NA,"20.9","0",NA,"","6","","",NA,"","","1012710"
"GANGES MANSELL RD","48.872","-123.497","BC","",,NA,"",,"",,"0.0","0",NA,"18.6","0",NA,"","4","","",NA,"","","1013051"
"GALIANO NORTH","48.985","-123.574","BC","15.2","0",NA,"25.0","0","7.5","0","0.0","0",NA,"19.0","0",NA,"","5","","",NA,"83.4","0.8","10130MN"
"MAYNE ISLAND","48.845","-123.320","BC","",,"","",,"",,"0.0","0",NA,"19.8","0","54.0","","5","","",NA,"","","1014931"
"METCHOSIN","48.374","-123.561","BC","",,NA,"",,"",,"0.0","0",NA,"25.1","0","90.0","","5","","",NA,"","","1015105"
"METCHOSIN HAPPY VALLEY","48.417","-123.533","BC","",,NA,"",,"",,"0.0","0",NA,"29.6","0","93.0","","5","","",NA,"","","1015107"
"MILL BAY KILMALU","48.650","-123.550","BC","",,NA,"",,"",,"0.0","0",NA,"17.8","0",NA,"","3","","",NA,"","","1015134"
"MUIR CREEK 1W","48.383","-123.883","BC","",,NA,"",,"",,"0.0","0",NA,"41.6","0",NA,"","6","","",NA,"","","1015242"
"PIERS ISLAND","48.700","-123.417","BC","",,NA,"",,"",,"0.0","0",NA,"20.1","0",NA,"","5","","",NA,"","","1016169"
"PORT RENFREW","48.591","-124.326","BC","12.4","0","-1.0","22.2","0","3.9","0","0.0","0",NA,"128.1","0","119.0","","10","","",NA,"168.0","0.0","1016335"
"SAANICHTON CDA","48.698","-123.594","BC","14.2","0","-0.7","25.0","0","4.5","0","0.0","0",NA,"21.5","0","62.0","0.0","5","184.9","4.5",NA,"113.4","0.0","1016940"
"SALTSPRING IS CUSHEON LK","48.820","-123.477","BC","14.0","0","0.1","26.0","0","4.0","0","0.0","0",NA,"28.8","0","74.0","","6","","",NA,"118.6","0.0","1016992"
"SALTSPRING ST MARY'S L","48.888","-123.547","BC","15.4","0","-0.4","25.0","0","8.0","0","0.0","0",NA,"27.8","0","74.0","","4","","",NA,"79.5","2.5","1016995"
"SHAWNIGAN LAKE","48.647","-123.627","BC","14.9","0","-0.3","26.0","0","5.0","0","0.0","0",NA,"16.6","0","41.0","","5","","",NA,"95.5","1.6","1017230"
"SOOKE","48.367","-123.733","BC","",,NA,"",,"",,"0.0","0",NA,"32.5","0",NA,"","5","","",NA,"","","1017556"
"SOOKE LAKE NORTH","48.576","-123.640","BC","",,NA,"",,"",,"0.0","0","0.0","14.6","0","34.0","","3","","",NA,"","","1017563"
"SOOKE SASEENOS","48.383","-123.667","BC","",,NA,"",,"",,"0.0","1",NA,"8.8","6",NA,"","2","","",NA,"","","1017575"
