Environment Canada
Monthly Values for April - 1972

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"ALBERT HEAD","48.400","-123.483","BC","",,NA,"",,"",,"0.0","0",NA,"54.9","0",NA,"","15","","",NA,"","","1010235"
"BAMBERTON OCEAN CEMENT","48.583","-123.517","BC","",,NA,"",,"",,"0.0","0",NA,"57.1","0",NA,"","12","","",NA,"","","1010595"
"CENTRAL SAANICH VEYANESS","48.583","-123.417","BC","",,NA,"",,"",,"0.0","0",NA,"35.9","0",NA,"","9","","",NA,"","","1011467"
"CENTRAL SAANICH ISL VIEW","48.571","-123.373","BC","",,NA,"",,"",,"0.0","0",NA,"37.1","0","79.0","","7","","",NA,"","","10114F6"
"CHEMAINUS","48.935","-123.742","BC","",,NA,"",,"",,"0.0","0",NA,"79.1","0",NA,"","11","","",NA,"","","1011500"
"COBBLE HILL DELOUME ROAD","48.650","-123.567","BC","",,NA,"",,"",,"0.0","0",NA,"65.1","0",NA,"","15","","",NA,"","","1011745"
"CORDOVA BAY SOUTH","48.517","-123.367","BC","6.9","0",NA,"15.6","0","0.0","0","0.0","0",NA,"41.8","0",NA,"","11","","",NA,"332.1","0.0","1011922"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","6.3","0",NA,"16.7","0","-1.1","0","0.0","0",NA,"68.4","0",NA,"","14","135.5","0",NA,"352.0","0.0","1012010"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","5.5","0","-3.0","18.9","0","-2.2","0","2.5","0","179.0","185.6","0","131.0","","13","94.2","0","67.0","375.6","0.0","1012040"
"COWICHAN LAKE VILLAGE","48.829","-124.052","BC","5.4","0","-3.2","18.9","0","-2.8","0","5.8","0","389.0","140.7","0","102.0","","17","","",NA,"379.1","0.0","1012055"
"DUNCAN FORESTRY","48.767","-123.683","BC","6.5","0",NA,"18.9","0","-2.8","0","0.0","0",NA,"64.3","0",NA,"","13","","",NA,"345.5","0.0","1012570"
"EAST SOOKE ANDERSON COVE","48.350","-123.633","BC","6.5","0",NA,"17.8","0","-2.2","0","0.0","0",NA,"96.8","0",NA,"","16","","",NA,"346.4","0.0","1012628"
"ELK LAKE","48.517","-123.383","BC","6.5","0",NA,"15.6","0","-1.7","0","0.0","0",NA,"39.8","0",NA,"","11","","",NA,"345.5","0.0","1012655"
