Environment Canada
Monthly Values for January - 1991

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"ACTIVE PASS","48.867","-123.283","BC","",,NA,"",,"",,"38.5","0",NA,"118.0","0",NA,"0.0","12","","",NA,"","","1010066"
"BRENTWOOD BAY 2","48.600","-123.467","BC","",,NA,"",,"",,"22.9","0",NA,"127.4","0",NA,"0.0","15","","",NA,"","","1010960"
"CENTRAL SAANICH VEYANESS","48.583","-123.417","BC","",,NA,"",,"",,"32.6","0",NA,"135.0","0",NA,"0.0","16","","",NA,"","","1011467"
"CENTRAL SAANICH ISL VIEW","48.571","-123.373","BC","",,NA,"",,"",,"39.0","0","397.0","126.8","0","90.0","0.0","15","","",NA,"","","10114F6"
"COBBLE HILL","48.683","-123.600","BC","",,NA,"",,"",,"35.6","0",NA,"149.8","0",NA,"0.0","14","","",NA,"","","1011743"
"COLWOOD HATLEY DR","48.418","-123.481","BC","",,NA,"",,"",,"22.0","0","449.0","184.6","0","114.0","0.0","17","","",NA,"","","1011810"
"CORDOVA BAY SOUTH","48.517","-123.367","BC","3.9","0",NA,"13.0","0","-3.0","0","32.0","0",NA,"140.8","0",NA,"0.0","15","","",NA,"436.3","0.0","1011922"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","",,NA,"",,"",,"37.0","0",NA,"123.9","0",NA,"0.0","13","","",NA,"","","1012010"
"COWICHAN BAY SOUTHEAST","48.733","-123.600","BC","",,NA,"",,"",,"37.8","0",NA,"153.7","0",NA,"0.0","14","","",NA,"","","1012018"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","1.7","0","-1.7","10.0","0","-7.0","0","57.0","0","209.0","293.7","0","82.0","12.0","14","64.0","0","135.0","506.2","0.0","1012040"
