Environment Canada
Monthly Values for December - 1998

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"CENTRAL SAANICH ISL VIEW","48.571","-123.373","BC","",,NA,"",,"",,"22.2","0","195.0","201.6","0","151.0","0.0","19","","",NA,"","","10114F6"
"CHEMAINUS","48.935","-123.742","BC","4.1","0",NA,"13.5","0","-8.5","0","33.0","0",NA,"272.1","0",NA,"0.0","24","","",NA,"430.6","0.0","1011500"
"COLWOOD HATLEY DR","48.418","-123.481","BC","",,NA,"",,"",,"14.0","0","97.0","283.6","0","177.0","0.0","18","","",NA,"","","1011810"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","",,NA,"",,"",,"18.0","0",NA,"228.4","0",NA,"0.0","24","","",NA,"","","1012010"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","2.6","0","-0.3","12.5","0","-11.0","0","39.8","0","201.0","503.4","0","148.0","0.0","24","25.1","0","64.0","477.8","0.0","1012040"
"COWICHAN LAKE VILLAGE","48.829","-124.052","BC","2.3","0","-0.2","14.0","0","-13.0","0","11.0","3",NA,"364.6","9",NA,"","17","","",NA,"485.5","0.0","1012055"
"DISCOVERY ISLAND","48.417","-123.233","BC","6.8","0",NA,"14.0","0","-5.5","0","",,NA,"",,NA,"","","","",NA,"346.5","0.0","1012475"
"DUNCAN KELVIN CREEK","48.735","-123.728","BC","2.9","0","-0.4","14.5","0","-11.0","0","31.6","0","179.0","307.2","0","130.0","0.0","27","","",NA,"467.2","0.0","1012573"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","5.3","0",NA,"12.0","0","-5.6","0","",,NA,"238.2","3",NA,"","22","","",NA,"394.2","0.0","1012710"
"GANGES MANSELL RD","48.872","-123.497","BC","4.3","0",NA,"12.5","0","-8.5","0","24.8","0",NA,"191.2","0",NA,"0.0","21","","",NA,"425.5","0.0","1013051"
