Environment Canada
Monthly Values for January - 1973

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"ALBERT HEAD","48.400","-123.483","BC","",,NA,"",,"",,"9.1","0",NA,"132.0","0",NA,"","17","","",NA,"","","1010235"
"BAMBERTON OCEAN CEMENT","48.583","-123.517","BC","",,NA,"",,"",,"10.1","0",NA,"123.1","0",NA,"","15","","",NA,"","","1010595"
"BRENTWOOD CLARKE ROAD","48.567","-123.450","BC","",,NA,"",,"",,"8.6","0",NA,"112.3","0",NA,"","14","","",NA,"","","1010961"
"CENTRAL SAANICH VEYANESS","48.583","-123.417","BC","",,NA,"",,"",,"6.6","0",NA,"101.6","0",NA,"","15","","",NA,"","","1011467"
"CENTRAL SAANICH ISL VIEW","48.571","-123.373","BC","",,NA,"",,"",,"8.4","0","85.0","94.2","0","67.0","","15","","",NA,"","","10114F6"
"CHEMAINUS","48.935","-123.742","BC","",,NA,"",,"",,"14.7","0",NA,"221.8","0",NA,"","17","","",NA,"","","1011500"
"COBBLE HILL DELOUME ROAD","48.650","-123.567","BC","",,NA,"",,"",,"13.7","0",NA,"170.8","0",NA,"","16","","",NA,"","","1011745"
"CORDOVA BAY SOUTH","48.517","-123.367","BC","3.8","0",NA,"12.2","0","-5.6","0","11.7","0",NA,"102.5","0",NA,"","14","","",NA,"440.1","0.0","1011922"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","1.7","0",NA,"10.6","0","-10.6","0","13.4","0",NA,"143.4","0",NA,"","17","45.2","0",NA,"504.8","0.0","1012010"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","1.6","0","-1.8","10.6","0","-11.1","0","22.3","0","82.0","409.7","0","114.0","","22","35.2","0","74.0","509.4","0.0","1012040"
"COWICHAN LAKE VILLAGE","48.829","-124.052","BC","1.5","0","-2.0","11.7","0","-12.2","0","23.1","0","117.0","309.2","0","89.0","","21","","",NA,"510.7","0.0","1012055"
"DUNCAN BCHPA VIT","48.833","-123.717","BC","1.2","0",NA,"11.1","0","-14.4","0","13.5","0",NA,"155.4","0",NA,"","16","","",NA,"521.9","0.0","1012562"
"DUNCAN FORESTRY","48.767","-123.683","BC","1.5","0",NA,"11.1","0","-14.4","0","16.5","0",NA,"160.1","0",NA,"","16","","",NA,"512.9","0.0","1012570"
"EAST SOOKE ANDERSON COVE","48.350","-123.633","BC","2.7","0",NA,"12.8","0","-10.6","0","5.1","0",NA,"145.7","0",NA,"","15","","",NA,"473.6","0.0","1012628"
"ELK LAKE","48.517","-123.383","BC","2.9","0",NA,"12.2","0","-7.8","0","7.6","0",NA,"115.3","0",NA,"","14","","",NA,"466.8","0.0","1012655"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","",,NA,"",,"",,"7.1","0",NA,"106.1","0",NA,"","14","","",NA,"","","1012710"
"GALIANO ISLAND GCC","48.900","-123.350","BC","",,NA,"",,"",,"5.9","0",NA,"113.8","0",NA,"","16","","",NA,"","","1013045"
"JAMES ISLAND","48.600","-123.350","BC","3.4","0",NA,"10.6","0","-4.4","0","7.6","0",NA,"88.2","0",NA,"","14","","",NA,"451.3","0.0","1013720"
